,uniq_id,crawl_timestamp,product_url,product_name,pid,retail_price,discounted_price,image,is_FK_Advantage_product,description,product_rating,overall_rating,brand,product_specifications,cat_lvl_1,cat_lvl_2,cat_lvl_3,description_nopunc,description_nodg,description_token,description_stop,description_stem,description_stem1,description_final,description_final1,description_fin
165,785b4383b12106dd172306d427d8f7b2,2015-12-01 12:40:44 +0000,http://www.flipkart.com/rockmantra-cute-two-cats-ceramic-mug/p/itmeaggkyugvunnv?pid=MUGEAGGKFBTYPN4Z,Rockmantra Cute Two Cats Ceramic Mug,MUGEAGGKFBTYPN4Z,499.0,349.0,785b4383b12106dd172306d427d8f7b2.jpg,False,"Rockmantra Cute Two Cats Ceramic Mug (5.5 l)
                         Price: Rs. 349
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",No rating available,No rating available,,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Mug""}, {""key""=>""Mug Capacity"", ""value""=>""5.5 l""}, {""key""=>""Freezer Safe"", ""value""=>""Yes""}, {""key""=>""Material"", ""value""=>""Ceramic""}, {""key""=>""Microwave Safe"", ""value""=>""Yes""}, {""value""=>""1 Year Rockmantra Brand Warranty and Free Transit Insurance.""}, {""key""=>""Diameter"", ""value""=>""88 mm""}, {""key""=>""Weight"", ""value""=>""300 g""}, {""key""=>""Height"", ""value""=>""101 mm""}, {""key""=>""Width"", ""value""=>""88 mm""}, {""key""=>""Sales Package"", ""value""=>""1 mug""}]}",Kitchen & Dining,Coffee Mugs,Rockmantra Coffee Mugs,"Rockmantra Cute Two Cats Ceramic Mug 55 l
                         Price Rs 349
				
			Give a thrilling yet fresh start to your day An exclusive creation by Rockmantra this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones tooDishwasher and microwave safe Product details and specifications Material  CeramicSize  35 X 4
Give a thrilling yet fresh start to your day An exclusive creation by Rockmantra this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones tooDishwasher and microwave safe Product details and specifications Material  CeramicSize  35 X 4","Rockmantra Cute Two Cats Ceramic Mug  l
                         Price Rs 
				
			Give a thrilling yet fresh start to your day An exclusive creation by Rockmantra this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones tooDishwasher and microwave safe Product details and specifications Material  CeramicSize   X 
Give a thrilling yet fresh start to your day An exclusive creation by Rockmantra this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones tooDishwasher and microwave safe Product details and specifications Material  CeramicSize   X ","['rockmantra', 'cute', 'two', 'cats', 'ceramic', 'mug', 'l', 'price', 'rs', 'give', 'a', 'thrilling', 'yet', 'fresh', 'start', 'to', 'your', 'day', 'an', 'exclusive', 'creation', 'by', 'rockmantra', 'this', 'mug', 'features', 'porcelain', 'crafting', 'ensuring', 'the', 'design', 'stays', 'permanent', 'for', 'years', 'to', 'come', 'and', 'making', 'it', 'a', 'perfect', 'pick', 'to', 'gift', 'your', 'loved', 'ones', 'toodishwasher', 'and', 'microwave', 'safe', 'product', 'details', 'and', 'specifications', 'material', 'ceramic', 'size', 'x', 'give', 'a', 'thrilling', 'yet', 'fresh', 'start', 'to', 'your', 'day', 'an', 'exclusive', 'creation', 'by', 'rockmantra', 'this', 'mug', 'features', 'porcelain', 'crafting', 'ensuring', 'the', 'design', 'stays', 'permanent', 'for', 'years', 'to', 'come', 'and', 'making', 'it', 'a', 'perfect', 'pick', 'to', 'gift', 'your', 'loved', 'ones', 'toodishwasher', 'and', 'microwave', 'safe', 'product', 'details', 'and', 'specifications', 'material', 'ceramic', 'size', 'x']","['rockmantra', 'cute', 'two', 'cats', 'ceramic', 'mug', 'l', 'price', 'rs', 'give', 'thrilling', 'yet', 'fresh', 'start', 'day', 'exclusive', 'creation', 'rockmantra', 'mug', 'features', 'porcelain', 'crafting', 'ensuring', 'design', 'stays', 'permanent', 'years', 'come', 'making', 'perfect', 'pick', 'gift', 'loved', 'ones', 'toodishwasher', 'microwave', 'safe', 'product', 'details', 'specifications', 'material', 'ceramic', 'size', 'x', 'give', 'thrilling', 'yet', 'fresh', 'start', 'day', 'exclusive', 'creation', 'rockmantra', 'mug', 'features', 'porcelain', 'crafting', 'ensuring', 'design', 'stays', 'permanent', 'years', 'come', 'making', 'perfect', 'pick', 'gift', 'loved', 'ones', 'toodishwasher', 'microwave', 'safe', 'product', 'details', 'specifications', 'material', 'ceramic', 'size', 'x']","['rockmantra', 'cute', 'two', 'cat', 'ceram', 'mug', 'l', 'price', 'rs', 'give', 'thrill', 'yet', 'fresh', 'start', 'day', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'toodishwash', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'x', 'give', 'thrill', 'yet', 'fresh', 'start', 'day', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'toodishwash', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'x']","['rockmantra', 'cute', 'two', 'cat', 'ceram', 'mug', 'price', 'give', 'thrill', 'yet', 'fresh', 'start', 'day', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'toodishwash', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size', 'give', 'thrill', 'yet', 'fresh', 'start', 'day', 'exclus', 'creation', 'rockmantra', 'mug', 'featur', 'porcelain', 'craft', 'ensur', 'design', 'stay', 'perman', 'year', 'come', 'make', 'perfect', 'pick', 'gift', 'love', 'one', 'toodishwash', 'microwav', 'safe', 'product', 'detail', 'specif', 'materi', 'ceram', 'size']","['ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram']","['ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram']","['ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram', 'day', 'craft', 'design', 'one', 'product', 'ceram']"
248,45d0af2c709de47268c80c35a117de44,2015-12-01 12:40:44 +0000,http://www.flipkart.com/malhar-niko-male-doll-showpiece-25-cm/p/itmey382drsj8cbj?pid=SHIEY382SR75SXEY,Malhar Niko Male Doll Showpiece  -  25 cm,SHIEY382SR75SXEY,6395.0,5436.0,45d0af2c709de47268c80c35a117de44.jpg,True,Buy Malhar Niko Male Doll Showpiece  -  25 cm for Rs.5436 online. Malhar Niko Male Doll Showpiece  -  25 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,No rating available,No rating available,Malhar,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Malhar""}, {""key""=>""Model Number"", ""value""=>""A039""}, {""key""=>""Type"", ""value""=>""Ethnic""}, {""key""=>""Material"", ""value""=>""Iron""}, {""key""=>""Model Name"", ""value""=>""Niko Male Doll""}, {""key""=>""Purpose"", ""value""=>""Show Piece""}, {""key""=>""Color"", ""value""=>""Gold""}, {""key""=>""Weight"", ""value""=>""2450 g""}, {""key""=>""Height"", ""value""=>""25 cm""}, {""key""=>""Width"", ""value""=>""25 cm""}, {""key""=>""Sales Package"", ""value""=>""1 Showpiece Figurine""}, {""key""=>""Pack of"", ""value""=>""1""}]}",Home Decor & Festive Needs,Showpieces,Malhar Showpieces,Buy Malhar Niko Male Doll Showpiece    25 cm for Rs5436 online Malhar Niko Male Doll Showpiece    25 cm at best prices with FREE shipping  cash on delivery Only Genuine Products 30 Day Replacement Guarantee,Buy Malhar Niko Male Doll Showpiece     cm for Rs online Malhar Niko Male Doll Showpiece     cm at best prices with FREE shipping  cash on delivery Only Genuine Products  Day Replacement Guarantee,"['buy', 'malhar', 'niko', 'male', 'doll', 'showpiece', 'cm', 'for', 'rs', 'online', 'malhar', 'niko', 'male', 'doll', 'showpiece', 'cm', 'at', 'best', 'prices', 'with', 'free', 'shipping', 'cash', 'on', 'delivery', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee']","['buy', 'malhar', 'niko', 'male', 'doll', 'showpiece', 'cm', 'rs', 'online', 'malhar', 'niko', 'male', 'doll', 'showpiece', 'cm', 'best', 'prices', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'products', 'day', 'replacement', 'guarantee']","['buy', 'malhar', 'niko', 'male', 'doll', 'showpiec', 'cm', 'rs', 'onlin', 'malhar', 'niko', 'male', 'doll', 'showpiec', 'cm', 'best', 'price', 'free', 'ship', 'cash', 'deliveri', 'genuin', 'product', 'day', 'replac', 'guarante']","['buy', 'malhar', 'niko', 'male', 'doll', 'showpiec', 'onlin', 'malhar', 'niko', 'male', 'doll', 'showpiec', 'best', 'price', 'free', 'ship', 'cash', 'deliveri', 'genuin', 'product', 'day', 'replac', 'guarante']","['deliveri', 'product', 'day']","['product', 'day']","['product', 'day']"
310,64b463dc0b75ae40a848498c657041e6,2015-12-01 06:13:00 +0000,http://www.flipkart.com/linksys-smart-wi-fi-router/p/itmdztfckpushzkd?pid=RTRDZTF9DBT4CW8U,Linksys Smart Wi-Fi Router,RTRDZTF9DBT4CW8U,14999.0,13500.0,64b463dc0b75ae40a848498c657041e6.jpg,True,Buy Linksys Smart Wi-Fi Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,No rating available,No rating available,Linksys,"{""product_specification""=>[{""key""=>""Encryption"", ""value""=>""WPA2""}, {""key""=>""Other Security Features"", ""value""=>""QoS""}, {""key""=>""Wireless Speed"", ""value""=>""900 Mbps""}, {""key""=>""Brand"", ""value""=>""Linksys""}, {""key""=>""In The Box"", ""value""=>""Linksys Smart Wi-Fi Router AC 900, Advanced Multi Media, EA6200, CD-ROM with Documentation, Ethernet Cable, Quick Start Guide, Power Adapter""}, {""key""=>""Model"", ""value""=>""Smart Wi-Fi Router""}, {""key""=>""Controls"", ""value""=>""WPS Button""}, {""key""=>""Installation Features"", ""value""=>""Software Setup: CD Install""}, {""key""=>""Supported Software"", ""value""=>""Internet Explorer 8, Safari 5 (for Mac), Firefox 8 or Google Chrome""}, {""key""=>""Type"", ""value""=>""Wireless Without modem""}, {""key""=>""Part Number"", ""value""=>""EA6200-AP""}, {""key""=>""Color"", ""value""=>""Black""}, {""key""=>""Warranty Summary"", ""value""=>""2 Years Warranty""}, {""key""=>""Operating System"", ""value""=>""Vista SP1 or Later, Mac: OS X Leopard 10.5.8 or Later, 7 or 8, Windows: XP SP3, Lion 10.7 or Mountain Lion 10.8, Snow Leopard 10.6.1 or Later""}, {""key""=>""Frequency"", ""value""=>""5 GHz""}, {""key""=>""Number of Antennae"", ""value""=>""4""}, {""key""=>""Number of LAN ports"", ""value""=>""4""}, {""key""=>""USB"", ""value""=>""USB 3.0""}, {""key""=>""Number of USB Ports"", ""value""=>""1""}, {""key""=>""Number of WAN ports"", ""value""=>""1""}, {""key""=>""Antennae"", ""value""=>""Internal""}, {""key""=>""Standard IEEE"", ""value""=>""IEEE 802.11ac""}]}",Computers,Network Components,Routers,Buy Linksys Smart WiFi Router only for Rs 00 from Flipkartcom Only Genuine Products 30 Day Replacement Guarantee Free Shipping Cash On Delivery,Buy Linksys Smart WiFi Router only for Rs  from Flipkartcom Only Genuine Products  Day Replacement Guarantee Free Shipping Cash On Delivery,"['buy', 'linksys', 'smart', 'wifi', 'router', 'only', 'for', 'rs', 'from', 'flipkartcom', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'on', 'delivery']","['buy', 'linksys', 'smart', 'wifi', 'router', 'rs', 'flipkartcom', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']","['buy', 'linksi', 'smart', 'wifi', 'router', 'rs', 'flipkartcom', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['buy', 'linksi', 'smart', 'wifi', 'router', 'flipkartcom', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['product', 'day', 'deliveri']","['product', 'day']","['product', 'day']"
685,6b5cdfe68595fbcab0e05dc625d3d66a,2015-12-31 09:19:31 +0000,http://www.flipkart.com/richfeel-sunshield-spf-30-pa/p/itme4f2gmrzc86hr?pid=SNRE4F2GBWVF6UKR,Richfeel Sunshield - SPF 30 PA++,SNRE4F2GBWVF6UKR,299.0,224.0,6b5cdfe68595fbcab0e05dc625d3d66a.jpg,False,"Flipkart.com: Buy Richfeel Sunshield - SPF 30 PA++ for Rs. 269 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",No rating available,No rating available,,"{""product_specification""=>[{""key""=>""Quantity"", ""value""=>""100 g""}, {""key""=>""Sunscreen Type"", ""value""=>""Cream""}, {""key""=>""UV Protection"", ""value""=>""UVA, UVB""}, {""key""=>""Organic Type"", ""value""=>""Natural""}, {""key""=>""Skin Type"", ""value""=>""All Skin Types""}, {""key""=>""Ideal For"", ""value""=>""Men, Women""}, {""key""=>""PA Rating"", ""value""=>""PA++""}, {""key""=>""SPF Ratings"", ""value""=>""30""}, {""value""=>""1 Sunscreen""}]}",Beauty and Personal Care,Body and Skin Care,Face Care,Flipkartcom Buy Richfeel Sunshield  SPF 30 PA for Rs 269 from Flipkartcom  Lowest Prices Only Genuine Products 30 Day Replacement Guarantee Free Shipping Cash On Delivery,Flipkartcom Buy Richfeel Sunshield  SPF  PA for Rs  from Flipkartcom  Lowest Prices Only Genuine Products  Day Replacement Guarantee Free Shipping Cash On Delivery,"['flipkartcom', 'buy', 'richfeel', 'sunshield', 'spf', 'pa', 'for', 'rs', 'from', 'flipkartcom', 'lowest', 'prices', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'on', 'delivery']","['flipkartcom', 'buy', 'richfeel', 'sunshield', 'spf', 'pa', 'rs', 'flipkartcom', 'lowest', 'prices', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']","['flipkartcom', 'buy', 'richfeel', 'sunshield', 'spf', 'pa', 'rs', 'flipkartcom', 'lowest', 'price', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['flipkartcom', 'buy', 'richfeel', 'sunshield', 'spf', 'flipkartcom', 'lowest', 'price', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['richfeel', 'product', 'day', 'deliveri']","['richfeel', 'product', 'day']","['richfeel', 'product', 'day']"
843,e86daf9ebcdfc5c5dd088cdb7f8f8db6,2015-12-29 05:07:38 +0000,http://www.flipkart.com/epresent-mfan-1-fan-usb/p/itmeb3fdtgzcq3ff?pid=USGEB3HTYWCYT2HY,Epresent Mfan 1 Fan USB USB Fan,USGEB3HTYWCYT2HY,269.0,219.0,e86daf9ebcdfc5c5dd088cdb7f8f8db6.jpg,False,Buy Epresent Mfan 1 Fan USB USB Fan for Rs.219 online. Epresent Mfan 1 Fan USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,No rating available,No rating available,Epresent,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Epresent""}, {""key""=>""Type"", ""value""=>""USB Fan""}, {""key""=>""System Requirements"", ""value""=>""USB Port""}, {""key""=>""Material"", ""value""=>""Plastic""}, {""key""=>""Model Name"", ""value""=>""Mfan""}, {""key""=>""Model ID"", ""value""=>""1 Fan""}, {""key""=>""Color"", ""value""=>""Blue""}, {""key""=>""Covered in Warranty"", ""value""=>""Warranty of the product is limited to manufacturing defects only""}, {""key""=>""Warranty Service Type"", ""value""=>""Customer needs to call Epresent and the company will have the Mini Usb Fan replaced""}, {""key""=>""Not Covered in Warranty"", ""value""=>""Warranty does not cover any damage done by the customer.""}, {""value""=>""• Mini Fan , Usb Fan , Portable Fan • The Fan Angle Can Be Adjusted Freely, Easily and Comfortably. • It Can Be Used Immediately After Connecting With The Computer Or Power Bank. • Mini and Small, Portable To Take A Long. • Color: Blue / White / Pink / Green / Black""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Sales Package"", ""value""=>""1 USB Mini Fan""}]}",Computers,Laptop Accessories,USB Gadgets,Buy Epresent Mfan 1 Fan USB USB Fan for Rs219 online Epresent Mfan 1 Fan USB USB Fan at best prices with FREE shipping  cash on delivery Only Genuine Products 30 Day Replacement Guarantee,Buy Epresent Mfan  Fan USB USB Fan for Rs online Epresent Mfan  Fan USB USB Fan at best prices with FREE shipping  cash on delivery Only Genuine Products  Day Replacement Guarantee,"['buy', 'epresent', 'mfan', 'fan', 'usb', 'usb', 'fan', 'for', 'rs', 'online', 'epresent', 'mfan', 'fan', 'usb', 'usb', 'fan', 'at', 'best', 'prices', 'with', 'free', 'shipping', 'cash', 'on', 'delivery', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee']","['buy', 'epresent', 'mfan', 'fan', 'usb', 'usb', 'fan', 'rs', 'online', 'epresent', 'mfan', 'fan', 'usb', 'usb', 'fan', 'best', 'prices', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'products', 'day', 'replacement', 'guarantee']","['buy', 'epres', 'mfan', 'fan', 'usb', 'usb', 'fan', 'rs', 'onlin', 'epres', 'mfan', 'fan', 'usb', 'usb', 'fan', 'best', 'price', 'free', 'ship', 'cash', 'deliveri', 'genuin', 'product', 'day', 'replac', 'guarante']","['buy', 'epres', 'mfan', 'fan', 'usb', 'usb', 'fan', 'onlin', 'epres', 'mfan', 'fan', 'usb', 'usb', 'fan', 'best', 'price', 'free', 'ship', 'cash', 'deliveri', 'genuin', 'product', 'day', 'replac', 'guarante']","['deliveri', 'product', 'day']","['product', 'day']","['product', 'day']"
342,17a73d7c4b02ada2bfeed1115fed08a4,2015-12-01 06:13:00 +0000,http://www.flipkart.com/envy-1000-force-combo-set/p/itme79cefgurn3bx?pid=CAGE79CEHJZX52XS,Envy-1000 Force Combo Set,CAGE79CEHJZX52XS,360.0,329.0,17a73d7c4b02ada2bfeed1115fed08a4.jpg,False,Flipkart.com: Buy Envy-1000 Force Combo Set online only for Rs. 360 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,No rating available,No rating available,,"{""product_specification""=>[{""key""=>""Number of Contents in Set"", ""value""=>""2""}, {""key""=>""Combo Set Content"", ""value""=>""1Force(115gm)For Men 1 Electric Deo Spray(115gm)For Men""}, {""key""=>""Ideal For"", ""value""=>""Men""}]}",Beauty and Personal Care,Fragrances,Deodorants,Flipkartcom Buy Envy1000 Force Combo Set online only for Rs 360 from Flipkartcom Only Genuine Products 30 Day Replacement Guarantee Free Shipping Cash On Delivery,Flipkartcom Buy Envy Force Combo Set online only for Rs  from Flipkartcom Only Genuine Products  Day Replacement Guarantee Free Shipping Cash On Delivery,"['flipkartcom', 'buy', 'envy', 'force', 'combo', 'set', 'online', 'only', 'for', 'rs', 'from', 'flipkartcom', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'on', 'delivery']","['flipkartcom', 'buy', 'envy', 'force', 'combo', 'set', 'online', 'rs', 'flipkartcom', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']","['flipkartcom', 'buy', 'envi', 'forc', 'combo', 'set', 'onlin', 'rs', 'flipkartcom', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['flipkartcom', 'buy', 'envi', 'forc', 'combo', 'set', 'onlin', 'flipkartcom', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['forc', 'combo', 'product', 'day', 'deliveri']","['forc', 'combo', 'product', 'day']","['forc', 'combo', 'product', 'day']"
605,bcb8e456728013a90ba66ab3b1b783ad,2016-01-07 04:32:43 +0000,http://www.flipkart.com/hp-15-ac121tu-notebook-core-i3-5th-gen-4gb-1tb-win10-n8m17pa/p/itmeaz943ex2hknx?pid=COMEAZ94HWYQTZHZ,HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),COMEAZ94HWYQTZHZ,35390.0,35390.0,bcb8e456728013a90ba66ab3b1b783ad.jpg,True,"Buy HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA) Online For Rs.35390 , Also get HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA) Specifications & Features. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.5,4.5,HP,"{""product_specification""=>[{""key""=>""Included Software"", ""value""=>""CyberLink YouCam, CyberLink PhotoDirector, Adobe Shockwave Player, CyberLink Power Media Player, User Guide Documentation, iPass, Skype, Evernote, Dropbox""}, {""key""=>""Pointer Device"", ""value""=>""Touchpad with Multi-touch Gesture Support""}, {""key""=>""Keyboard"", ""value""=>""Island-style Keyboard with Integrated Numeric Keypad""}, {""key""=>""Web Camera"", ""value""=>""HP TrueVision HD Webcam""}, {""key""=>""Power Supply"", ""value""=>""65 W AC Adapter""}, {""key""=>""Battery Cell"", ""value""=>""4 cell""}, {""key""=>""Warranty Summary"", ""value""=>""1 Year Accidental Damage Protection Warranty on registration on HP Website""}, {""key""=>""Screen Size"", ""value""=>""15.6 inch""}, {""key""=>""Screen Type"", ""value""=>""HD WLED Backlit BrightView Display""}, {""key""=>""Ethernet"", ""value""=>""10/100BASE-T""}, {""key""=>""Bluetooth"", ""value""=>""v4.0""}, {""key""=>""Wireless LAN"", ""value""=>""IEEE 802.11b/g/n (1x1)""}, {""key""=>""Mic In"", ""value""=>""Yes""}, {""key""=>""Multi Card Slot"", ""value""=>""SD Media Card Reader""}, {""key""=>""HDMI Port"", ""value""=>""Yes""}, {""key""=>""USB Port"", ""value""=>""2 x USB 2.0, 1 x USB 3.0""}, {""key""=>""RJ45 LAN"", ""value""=>""Yes""}, {""key""=>""Other Ports"", ""value""=>""1 x Headphone / Microphone Combo Jack""}, {""key""=>""HDD Capacity"", ""value""=>""1 TB""}, {""key""=>""RPM"", ""value""=>""5400""}, {""key""=>""Hardware Interface"", ""value""=>""SATA""}, {""key""=>""Brand"", ""value""=>""HP""}, {""key""=>""Brand"", ""value""=>""Intel""}, {""key""=>""Part Number"", ""value""=>""N8M17PA""}, {""key""=>""Model ID"", ""value""=>""15-ac121tu""}, {""key""=>""Color"", ""value""=>""Nobel Blue""}, {""key""=>""Color"", ""value""=>""Nobel Blue""}, {""key""=>""Lifestyle"", ""value""=>""Everyday Use""}, {""key""=>""Expandable Memory"", ""value""=>""Upto 8 GB""}, {""key""=>""RAM Frequency"", ""value""=>""1600 MHz""}, {""key""=>""System Memory"", ""value""=>""4 GB DDR3""}, {""key""=>""Memory Slots"", ""value""=>""2 Slots""}, {""key""=>""Optical Drive"", ""value""=>""SuperMulti DVD Burner Drive""}, {""key""=>""Graphic Processor"", ""value""=>""Intel HD Graphics 5500""}, {""key""=>""Internal Mic"", ""value""=>""Digital Microphone""}, {""key""=>""Sound"", ""value""=>""DTS Studio Sound with 2 Speakers""}, {""key""=>""Speakers"", ""value""=>""Yes""}, {""key""=>""Operating System"", ""value""=>""Windows 10""}, {""key""=>""OS Architecture"", ""value""=>""64 bit""}, {""key""=>""Sales Package"", ""value""=>""Laptop, Battery, AC Adapter, User Guide and Manuals""}, {""key""=>""Cache"", ""value""=>""3 MB""}, {""key""=>""Variant"", ""value""=>""5005U""}, {""key""=>""Clock Speed"", ""value""=>""2 GHz""}, {""key""=>""Processor"", ""value""=>""Core i3 (5th Gen)""}]}",Computers,Laptops,HP Laptops,Buy HP 15ac121tu Notebook Core i3 5th Gen 4GB 1TB Win10 N8M17PA Online For Rs35390  Also get HP 15ac121tu Notebook Core i3 5th Gen 4GB 1TB Win10 N8M17PA Specifications  Features Only Genuine Products 30 Day Replacement Guarantee Free Shipping Cash On Delivery,Buy HP actu Notebook Core i th Gen GB TB Win NMPA Online For Rs  Also get HP actu Notebook Core i th Gen GB TB Win NMPA Specifications  Features Only Genuine Products  Day Replacement Guarantee Free Shipping Cash On Delivery,"['buy', 'hp', 'actu', 'notebook', 'core', 'i', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'online', 'for', 'rs', 'also', 'get', 'hp', 'actu', 'notebook', 'core', 'i', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'specifications', 'features', 'only', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'on', 'delivery']","['buy', 'hp', 'actu', 'notebook', 'core', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'online', 'rs', 'also', 'get', 'hp', 'actu', 'notebook', 'core', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'specifications', 'features', 'genuine', 'products', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']","['buy', 'hp', 'actu', 'notebook', 'core', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'onlin', 'rs', 'also', 'get', 'hp', 'actu', 'notebook', 'core', 'th', 'gen', 'gb', 'tb', 'win', 'nmpa', 'specif', 'featur', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['buy', 'actu', 'notebook', 'core', 'gen', 'win', 'nmpa', 'onlin', 'also', 'get', 'actu', 'notebook', 'core', 'gen', 'win', 'nmpa', 'specif', 'featur', 'genuin', 'product', 'day', 'replac', 'guarante', 'free', 'ship', 'cash', 'deliveri']","['product', 'day', 'deliveri']","['product', 'day']","['product', 'day']"
